id,nombre,slug,categoria,subcategoria,facebook,instagram,whatsapp,messenger,telefono,correo,sitio_web,ciudad,estado,pais,direccion,latitud,longitud,descripcion,horario,score_comercial,estado_comercial,origen,archivo_origen,fecha_creacion,ultima_actualizacion,observaciones
SB-REST-7D84E83B,"ANTOJITOS ""Los Nachos""",antojitos-los-nachos-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"ISSTE, Lib Sur, Libramiento Sur Ote, 29045 Tuxtla Gutiérrez, Chis., México",,,,sábado: Cerrado | domingo: Cerrado | lunes: 8 AM to 4 PM | martes: 8 AM to 4 PM | miércoles: 8 AM to 4 PM | jueves: 8 AM to 4 PM | viernes: 8 AM to 4 PM,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.660369,2026-08-05T02:27:40.953280,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-D1EE8457,"Antojitos ""Mili""",antojitos-mili-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Santa Cruz, 29073 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8 AM to 6 PM | domingo: Cerrado | lunes: 8 AM to 6 PM | martes: 8 AM to 6 PM | miércoles: 8 AM to 6 PM | jueves: 8 AM to 6 PM | viernes: 8 AM to 6 PM,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.649736,2026-08-05T02:27:40.954109,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-9F09952F,"Antojitos ""Miranda""",antojitos-miranda-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"C. Central-Sur 1116, San Francisco, 29000 Tuxtla Gutiérrez, Chis., México",,,,,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.653797,2026-08-05T02:27:40.954129,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-4F16B720,"Antojitos ""Tia Chata""",antojitos-tia-chata-tuxtla-gutierrez,Cafetería,Cafetería,,,+529611231437,,+529611231437,,,Tuxtla Gutiérrez,Chiapas,México,"C. Luis Velez Chacón 439, Santa Cruz, 29019 Tuxtla Gutiérrez, Chis., México",,,,sábado: Cerrado | domingo: 8 AM to 3 PM | lunes: 8 AM to 3 PM | martes: 8 AM to 3 PM | miércoles: 8 AM to 3 PM | jueves: 8 AM to 3 PM | viernes: 8 AM to 3 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.621197,2026-08-05T02:27:40.933453,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde dataset_crawler-google-places_2026-08-01_08-13-15-900.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-76968D24,ANTOJITOS BELEN,antojitos-belen-tuxtla-gutierrez,Taquería,Taquería,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Tercera Ote. Sur 4, Francisco I. Madero, 29096 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8:30 AM to 2 PM | domingo: Cerrado | lunes: 8:30 AM to 2 PM | martes: 8:30 AM to 2 PM | miércoles: 8:30 AM to 2 PM | jueves: 8:30 AM to 2 PM | viernes: 8:30 AM to 2 PM,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.660030,2026-08-05T02:27:40.948861,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-C083D0AF,Antojitos Blanquita,antojitos-blanquita-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529616676121,,+529616676121,,,Tuxtla Gutiérrez,Chiapas,México,"Río Las Palmas 527, Albania Alta, 29010 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8:30 AM to 2 PM | domingo: Cerrado | lunes: 8:30 AM to 2 PM | martes: 8:30 AM to 2 PM | miércoles: 8:30 AM to 2 PM | jueves: 8:30 AM to 2 PM | viernes: 8:30 AM to 2 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.625670,2026-08-05T02:27:40.943238,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-E64E6291,Antojitos Candy,antojitos-candy-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Calle 11a Ote Sur 308, San Roque, 29066 Tuxtla Gutiérrez, Chis., México",,,,,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.653327,2026-08-05T02:27:40.954147,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-2AFDC3E1,antojitos carmen,antojitos-carmen-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529611988716,,+529611988716,,,Tuxtla Gutiérrez,Chiapas,México,"San Jorge, 29039 Tuxtla Gutiérrez, Chis., México",,,,sábado: Cerrado | domingo: Cerrado | lunes: 8 AM to 1 PM | martes: 8 AM to 1 PM | miércoles: 8 AM to 1 PM | jueves: 8 AM to 1 PM | viernes: 8 AM to 1 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv",2026-08-05T02:27:37.630081,2026-08-05T02:27:40.866394,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde dataset_crawler-google-places_2026-08-01_08-13-15-900.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv
SB-REST-454AB1F0,Antojitos Chiapanecos,antojitos-chiapanecos-tuxtla-gutierrez,Postres & Repostería,Panadería,,,+529611504961,,+529611504961,,,Tuxtla Gutiérrez,Chiapas,México,"9a Sur Oriente 2741. Col. Santa María la Rivera entre calle Pensil, C. 12 de Octubre y, Sta María la Ribera, 29076 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 4 PM | domingo: Cerrado | lunes: 9 AM to 4 PM | martes: 9 AM to 4 PM | miércoles: 9 AM to 4 PM | jueves: 9 AM to 4 PM | viernes: 9 AM to 4 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_07-19-18-675.csv, dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv, streetboss_mvp0_tuxtla_taquerias_clean_scored.csv",2026-08-05T02:27:35.851103,2026-08-05T02:27:40.960334,Ingestado desde dataset_crawler-google-places_2026-08-01_07-19-18-675.csv | Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv | Ingestado desde streetboss_mvp0_tuxtla_taquerias_clean_scored.csv
SB-REST-18622424,Antojitos Dann,antojitos-dann-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529615164968,,+529615164968,,,Tuxtla Gutiérrez,Chiapas,México,"Chulul, Candox, 29019 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 11 PM | domingo: 9 AM to 11 PM | lunes: 9 AM to 11 PM | martes: 9 AM to 11 PM | miércoles: 9 AM to 11 PM | jueves: 9 AM to 11 PM | viernes: 9 AM to 11 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.625162,2026-08-05T02:27:40.930110,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-26002B22,Antojitos Del Parque,antojitos-del-parque-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Calle Primera Pte. Sur 189, El Calvario, 29000 Tuxtla Gutiérrez, Chis., México",,,,,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.648568,2026-08-05T02:27:40.954167,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-3FBCF758,Antojitos Doña Chepita,antojitos-dona-chepita-tuxtla-gutierrez,Restaurante,Comida Mexicana,http://facebook.com/Antojitos-Do%C3%B1a-Chepita-Tuxtla-Gtz-2249266628623363,,+529611321744,,+529611321744,,http://facebook.com/Antojitos-Do%C3%B1a-Chepita-Tuxtla-Gtz-2249266628623363/,Tuxtla Gutiérrez,Chiapas,México,"8a. Pte. Nte. 918, Colón, 29037 Tuxtla Gutiérrez, Chis., México",,,,sábado: 6 to 10:30 PM | domingo: 6 to 10:30 PM | lunes: 6 to 10:30 PM | martes: 6 to 10:30 PM | miércoles: 6 to 10:30 PM | jueves: 6 to 10:30 PM | viernes: 6 to 10:30 PM,75,Listo para Contacto,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.628974,2026-08-05T02:27:40.921622,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-9E7FC2F3,ANTOJITOS DONA FLOR,antojitos-dona-flor-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Tercera Ote. Sur 360, Estrada, 29017 Tuxtla Gutiérrez, Chis., México",,,,,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.620955,2026-08-05T02:27:40.953303,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-9AACE0FC,Antojitos Doña Lupita,antojitos-dona-lupita-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"PVVP+9G8 Cerca de CAERFAB, Av. 11a. Sur Ote. 1106, Sur Oriente Colonia, Obrera, 29080 Tuxtla Gutiérrez, Chis., México",,,,sábado: 7 AM to 3 PM | domingo: 7 AM to 3 PM | lunes: 7 AM to 3 PM | martes: 7 AM to 3 PM | miércoles: 7 AM to 3 PM | jueves: 7 AM to 3 PM | viernes: 7 AM to 3 PM,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.650505,2026-08-05T02:27:40.954188,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-7A4AF1A8,Antojitos Doña Meyi,antojitos-dona-meyi-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529611661040,,+529611661040,,,Tuxtla Gutiérrez,Chiapas,México,"29038, Juy Juy, 29038 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 4 PM | domingo: 9 AM to 4 PM | lunes: 9 AM to 4 PM | martes: Cerrado | miércoles: 9 AM to 4 PM | jueves: 9 AM to 4 PM | viernes: 9 AM to 4 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.631538,2026-08-05T02:27:40.929889,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-32ADF1D4,Antojitos Doña Panchita,antojitos-dona-panchita-tuxtla-gutierrez,Postres & Repostería,Panadería,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"Av. 13a. Nte. Ote. 525, La Pimienta, 29034 Tuxtla Gutiérrez, Chis., México",,,,"sábado: Cerrado | domingo: Cerrado | lunes: 7 AM to 4 PM | martes: 7 AM to 4 PM | miércoles: 7 AM to 4 PM, 7:30 to 10:30 PM | jueves: 7 AM to 4 PM, 7:30 to 10:30 PM | viernes: 7 AM to 4 PM, 7:30 to 10:30 PM",15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.623833,2026-08-05T02:27:40.940997,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-44F02B7E,Antojitos Doña Paty,antojitos-dona-paty-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529613188061,,+529613188061,,,Tuxtla Gutiérrez,Chiapas,México,"Calle 13a Ote Sur, Santa Cruz, 29059 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8:30 AM to 4:30 PM | domingo: Cerrado | lunes: 8:30 AM to 4:30 PM | martes: 8:30 AM to 4:30 PM | miércoles: 8:30 AM to 4:30 PM | jueves: 8:30 AM to 4:30 PM | viernes: 8:30 AM to 4:30 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.641134,2026-08-05T02:27:40.944186,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-1B2F50AB,Antojitos Doña Reyna,antojitos-dona-reyna-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"9a. Sur Ote. 2191, Emiliano Zapata, 29076 Tuxtla Gutiérrez, Chis., México",,,,,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.651983,2026-08-05T02:27:40.954209,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-2F0B787C,Antojitos Doña Susy,antojitos-dona-susy-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,+529611924366,,+529611924366,,,Tuxtla Gutiérrez,Chiapas,México,"29000, Calle Tercera Pte. Sur 1159, San Francisco, Tuxtla Gutiérrez, Chis., México",,,,sábado: 9:40 AM to 4 PM | domingo: 10 AM to 3 PM | lunes: 9:40 AM to 4 PM | martes: 9:40 AM to 4 PM | miércoles: 9:40 AM to 4 PM | jueves: 9:40 AM to 4 PM | viernes: 9:40 AM to 4 PM,40,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.640121,2026-08-05T02:27:40.924957,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
SB-REST-F47AAC5D,Antojitos Doña Susy San Francisco,antojitos-dona-susy-san-francisco-tuxtla-gutierrez,Restaurante,Comida Mexicana,,,,,,,,Tuxtla Gutiérrez,Chiapas,México,"C. Central-Sur 1652, San Francisco, 29000 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 4 PM | domingo: 9 AM to 4 PM | lunes: 9 AM to 4 PM | martes: 9 AM to 4 PM | miércoles: 9 AM to 4 PM | jueves: 9 AM to 4 PM | viernes: 9 AM to 4 PM,15,Requiere Enriquecimiento,Downloads Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:27:37.643202,2026-08-05T02:27:40.951918,Ingestado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv | Ingestado desde streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv
